magnitude,anomaly_score,context_relevance,urgency,temperature,humidity,pressure,light,motion,ground_truth
111.10481105133465,1.0,0.7023308141407374,0.8624786388395028,41.46169351719202,77.00931151306514,1003.460962210613,207.03868727959164,1,1
14.311494887329385,0.1472628779084294,0.8025568246534872,0.2899936523309832,21.585207096486446,39.488142836714665,1008.6980749461025,17.283144046938887,1,0
18.749624944636302,0.20692690558938379,0.738747063121678,0.2668157272839883,23.94306561430208,36.81801116577693,1010.9319723328917,17.464913668912494,0,0
27.905419626655064,0.3247450919587914,0.6854568392882279,0.10727207770671691,26.569089569224076,44.96625542589048,1022.438438286701,21.890237797972812,0,0
8.323744276812313,0.09026204400982324,0.7875058362504312,0.17577056774130612,21.29753987582999,43.298153774750716,1015.7827656226688,41.57382682724594,0,0
17.562080972719155,0.18264491843566694,0.8006861130204823,0.3241025498790878,21.29758912915246,40.46771950672725,1006.3225921545005,14.539193520438396,0,0
26.21483687967944,0.3095247532620162,0.8747783238311344,0.3874368386438839,26.737638446522176,51.963874474567156,1015.4301814470882,123.42604583586723,1,0
29.975354982260082,0.3227765916971881,0.6031578138929105,0.3971122628063912,24.302304187458727,54.553052085705104,1005.2634800553082,15.440897817890548,0,0
13.406335013069858,0.14814758170874714,0.8049054955482483,0.2930572481122568,20.591576842195146,45.884068862918475,1018.4134552694354,113.07970678633342,0,0
26.146836253570907,0.277745163843288,0.6045639285586066,0.3583700235660213,23.627680130757895,59.77530081055262,1010.6443767409106,5.461458554704887,0,0
18.573300020458024,0.19963553098895412,0.6436474341743479,0.3511990461799124,20.609746921562614,33.58310885866495,1012.5318190563041,53.43753618595588,0,0
16.458956150055336,0.17856145410766108,0.6046687638776148,0.2937892787497484,20.60281073928923,43.06340540720282,1019.6289832377109,118.75000411167527,1,0
20.43325505570978,0.21159141870407883,0.7304404601309483,0.16023001871780054,22.725886814698104,37.831776793971954,1006.5641821570788,9.241200570057446,0,0
50.09634799514426,0.5583618872911765,0.6322684175311302,0.23203830896389796,16.260159266026605,26.3346338292694,1006.0144090744351,172.61447181381305,0,0
20.89342367032474,0.26068177167863843,0.6369917415964275,0.2459339835073143,16.8252465024609,44.17319314157301,1010.08200336827,30.154663210966593,0,0
14.309399246413056,0.15996261834135972,0.7875651175958557,0.3482152580822075,20.313137412277083,43.78252491616716,1018.1918942550966,145.67546654622103,0,0
38.67197256799174,0.4171046592899501,0.80359483115486,0.11955993001184514,18.961506638996728,60.13449743242131,1005.4032696226158,56.47729852201779,0,0
31.639133193843968,0.3258187519162979,0.6922297597643512,0.18639358237975012,22.94274199778582,51.30811684554777,998.8392220094472,17.947223716893294,0,0
23.84615000970891,0.2657022223627254,0.8745097270413253,0.3603346133178291,19.27592777343637,34.758131756707954,1010.744205707955,10.431378793646342,0,0
39.097900107359855,0.4333481121136573,0.7110443755051251,0.12134657676477434,17.763088895994127,63.54092566334188,1015.7587039995547,18.101250518858567,1,0
36.84520638963938,0.4124215269640404,0.86823219534142,0.36645698588925624,26.39694630676466,57.21033695525353,1019.0013087486941,4.881601169356458,1,0
12.490869361642762,0.13168198263102368,0.8564238396092175,0.35352449132065056,21.322671098540393,50.82097703468616,1010.684193189573,7.766533490445192,1,0
6.41126258175933,0.066138471958231,0.7440762003258464,0.15322949567487948,22.20258461406377,42.73515901150168,1010.94286696442,5.527611819946485,1,0
32.99026002352091,0.3726450458216128,0.7432464151387284,0.2483793312008395,17.72575544135963,35.405607632765204,1018.7695036712787,27.490758639589565,0,0
23.388988581294925,0.2502213675487047,0.7469795259734582,0.2616317758345349,20.36685182642445,41.27793223928947,1003.6512915015229,79.37853174723499,0,0
16.977192557711675,0.17309960326841273,0.6772971068973466,0.20987235434008453,22.3327677691296,55.88748619704186,1011.0573961240849,7.621648459481406,0,0
34.40215704245405,0.3785513777472096,0.7302559775890408,0.13933636285494996,18.54701926773309,63.84586305934609,1013.9521194496253,6.981522458447777,1,0
90.58680391548283,1.0,0.7366092403684501,0.9431408851208779,34.310547392215796,86.90501777433147,1015.2460936064251,51.56108794468862,1,1
15.09549146963611,0.16897407539392528,0.8484178628198629,0.22346913157030912,20.198083930243584,40.11150578213726,1010.4509665340456,10.981423196946427,1,0
16.31896053540149,0.17194041784781322,0.7556424936253061,0.110095099640517,21.124918750620168,33.80382566710989,1013.1722050585292,5.135426104560245,0,0
25.768449623596357,0.2757356946028455,0.8023297669405791,0.22138176488405895,20.194880163311808,46.40886246911204,1000.5583632329351,9.126993723510875,1,0
91.42947820508053,1.0,0.7336433049250037,0.9621018181539294,42.38994904049975,66.10230665923122,1009.7087579383308,128.67469523768364,0,1
82.52305078831007,0.9646262348913441,0.7385503303681825,0.7063576738683558,35.93957270082435,76.08584778473215,1015.2675435627723,86.15028209282701,0,1
18.657834653097282,0.21830967439964982,0.6682472672607187,0.2426861842924777,18.8268672131323,43.52397413701331,1008.0885298287266,21.85278609600971,0,0
13.43772389326956,0.15905358629579128,0.7273188878245607,0.3581110411841443,24.467634736309567,40.33963498131758,1013.294921107948,53.32963660420889,0,0
33.47557341296094,0.37138104362874,0.76264125279185,0.3068907225745363,18.337469050086934,29.052969327332043,1015.2343625040135,38.53119048558483,0,0
101.39171932725426,1.0,0.740796989113041,0.8318967202177494,40.84933789974352,80.22882218465867,1011.2872539957111,56.524387322310346,0,1
68.65322378911456,0.8025698162001899,0.7338860005423054,0.8232764709081516,33.60375783090443,72.1362266782725,1013.8523188549829,57.390833443542554,0,1
33.213170708243936,0.3719772885493923,0.7615750157562611,0.17513302052608112,18.015441853304708,33.30083164289712,1008.1863371735769,49.54182663573485,0,0
37.788482279922206,0.3837906598752958,0.8673165581525463,0.1999256644281619,22.590583707607372,16.277377867183507,1011.9669436015198,15.469218208957864,1,0
96.61537375920676,1.0,0.6442571502532041,0.7289651435793235,40.87049382755836,74.52272583717712,1016.0510808479461,1.989377568452158,0,1
23.986630898009945,0.24500735741579854,0.6040268745360383,0.22685682357005846,22.51410484356991,62.72251596669744,1013.7848648048422,30.400499620703286,0,0
25.374929637798175,0.257218744849629,0.6562832965636274,0.10649437077617438,21.65305515283528,61.6125921454787,1010.0673436521803,110.80839177282746,1,0
9.8767113715198,0.10780022458287668,0.7560058638868571,0.30399356459522847,21.096688913232132,40.429037434137285,1014.121082021454,42.14007935006194,1,0
25.892816067422785,0.30328382038525065,0.6257253152733313,0.23827623187589791,17.56443402889772,38.97787939638219,1016.573048953183,89.30608209483182,0,0
27.47844853778384,0.29637981162967963,0.8230886035802241,0.39574204630252763,19.840467374815873,49.68774256075024,1002.7502936071126,239.12128759787828,0,0
24.819429696066784,0.26201346008946147,0.8001571033927682,0.1734518652428562,20.618083687120638,35.016145608117085,1018.7953703247795,8.933384264307671,0,0
15.65751337391191,0.18828880052568653,0.8149660919336998,0.27937882804594905,25.171366678656746,48.01791899819466,1011.3187263065946,58.84669028259933,0,0
15.476702446034214,0.16507557314739596,0.6635397865744643,0.35533324775426645,23.030854868705383,52.660802783846904,1015.1274496662012,56.08794180804345,0,0
39.56991201221551,0.4485903247830371,0.7282213281682802,0.38859329642023777,16.7108795339118,57.26933223884308,1018.9862346182261,195.48989254179048,1,0
14.40615737154113,0.15378409279725516,0.8168703022343334,0.2933689463895467,22.972251908184386,43.99845923520047,1006.1416315138476,212.02890213218058,0,0
11.230633044077043,0.12385879885325995,0.8185058512429686,0.2434291056454665,20.84475315875105,42.96326249823034,1009.4527949878623,58.026290781834824,1,0
18.792204262900228,0.20822970263818105,0.7515679433405023,0.3553622156334232,19.969233999082125,36.22017413243439,1011.5572565206214,13.9602249078049,1,0
21.305802256479392,0.23140831123001998,0.8042785609930508,0.36917299755749255,23.835028866522602,36.7311964596014,1009.0812323943778,80.11215241543879,1,0
25.008766724057953,0.281017652915458,0.8672480260722806,0.3929470102132748,25.092998567487854,42.73521108098473,1021.674682879184,5.660066186709765,0,0
110.96300259450827,1.0,0.8100643976536003,0.8506905152985226,43.615507602058926,78.0755742371921,1008.716139530866,75.86557253056694,1,1
22.68257406995428,0.2520022663962219,0.6498935100627247,0.31161416789422525,19.482347430332084,54.13584626233249,1010.2222661025656,120.50635718165954,0,0
13.953976527847406,0.1488161365540105,0.6874733150279793,0.18488427041119937,21.072362872446355,36.96821049319655,1014.0219451580149,24.130813342018136,0,0
95.24858365789011,1.0,0.6714863329344204,0.962536617205435,33.33882905919395,88.51331252894795,1006.9892523696195,49.79853812843907,0,1
15.000994694784064,0.1792763007615114,0.8603893340046475,0.2892911334610175,24.926635381367078,42.28876398957431,1011.0215964412187,28.118467834903516,0,0
6.949875132165124,0.08387397845700995,0.7418942944112208,0.30163433802963974,20.56247728646413,44.78632705651564,1014.5872663062509,28.791773241256603,1,0
13.133923972617117,0.13690900902608566,0.7821688350895172,0.22472027449701623,21.44302307000855,37.527883208521764,1011.3356979780874,18.58006731766436,0,0
52.741442146966136,0.6905728001150977,0.7138892602456903,0.8148382924436051,38.31583786454364,47.57793925965464,1012.5330657055002,71.80146887064508,0,1
25.34439521642148,0.2893301508866349,0.7767400209468115,0.2943008068362478,18.411380127757987,53.8404539636105,1010.3533394377581,137.58174116340876,0,0
27.51338648551278,0.2995096395269537,0.7355225260546325,0.39060743506391293,24.437577467182592,52.36843897092433,1005.4276484540961,141.30020004597472,0,0
17.99404002760031,0.22062760113312782,0.6251537154013443,0.20411410778613312,26.06872008571247,42.18672442881787,1014.6079660566962,9.60534092700986,0,0
14.613977738275821,0.14830008103016823,0.7257224049376323,0.10507640303948294,21.783969635258998,45.66990717224872,1021.7746653582362,103.86964194788253,1,0
