magnitude,anomaly_score,context_relevance,urgency,price,volume,volatility,rsi,ground_truth
0.0,0.2,0.8869517273596561,0.22232852553155472,101.09342830602246,11212.917321975212,0.02,49.10107925144247,0
1.7684077689418924,0.4,0.8511075283712334,0.2547875390759303,100.91496948997386,19062.55711009104,0.02,25.1241818097633,0
13.761742561031348,0.4,0.8721925525095225,0.391221383678355,102.32311384069257,9972.435131297185,0.02,78.34768340167413,0
30.501016922754456,0.2,0.8670127769658561,0.42148865314349226,105.5422601021335,16188.20986850431,0.02,51.080625882565876,0
3.6966826260842787,0.2,0.8006827732722703,0.42953197748993927,105.15354083465877,3315.571656147063,0.02,56.85117465914068,0
3.696351838571047,0.2,0.8298301245124581,0.34525534949677905,104.76628777422425,27263.21692765546,0.02,34.19658696245044,0
31.556026649665245,0.2,0.8944306381783214,0.2055075151997672,108.18001934772228,22053.034167181035,0.02,49.00988510640823,0
16.08571415518476,0.2,0.8961982664260745,0.3855755447216346,109.94862144402752,9729.43756146099,0.02,45.74896951749931,0
8.460466700174537,0.4,0.7929541350259839,0.22573828546984687,109.02620883473497,42584.50222076418,0.02,24.493750520119022,0
11.712394926753378,0.4,0.7272806349739123,0.4769671240955686,110.31830033591743,56250.49598993061,0.02,26.36962121284803,0
8.337289516171065,0.4,0.9067837963677512,0.23813078413122213,109.40614959192007,4413.5742849972,0.02,70.24835117712647,0
8.38430719064947,0.2,0.8070169507926719,0.37774489817047896,108.4964817597417,10273.008713742296,0.02,34.38919713239542,0
5.805346587780703,0.2,0.9506715115271946,0.21309827861390257,109.13001934517163,10207.292044914486,0.02,31.697496289917833,0
38.70808509861152,0.2,0.7709899394410026,0.466924697088614,105.063223162272,8604.984427076583,0.02,50.294687075008355,0
34.65938923203571,0.2,0.7027496650551449,0.2604197308381662,101.54377784195627,50487.186072734294,0.02,66.12482788175078,0
10.35181267559426,0.4,0.9877072527918898,0.38402055395665136,100.50338562074728,18145.42716699766,0.02,23.716791114739276,0
19.63472081141466,0.2,0.778501409991252,0.22009732831875428,98.56802987325474,16907.036220791215,0.02,54.60847517829535,0
7.232260023461759,0.4,0.7084574021341666,0.27342352389107816,99.28609271246482,2969.466647171114,0.02,27.1526265704344,0
17.46010532502441,0.4,0.9644457458766731,0.32477409628925286,97.5822955542303,41581.807471872555,0.02,22.187663049537107,0
28.009215176844048,0.4,0.9161000107497979,0.4754855106139873,94.92356110586385,6378.840405186736,0.01920056842878053,23.164637129733045,0
29.421133289423132,0.4,0.8224121384808449,0.2573832113112191,97.80097667649889,23386.930747787064,0.020363977840480902,70.04984649250648,0
3.5279285342532596,0.4,0.8551353792570758,0.47242510611795635,97.4571547992156,29067.527539011004,0.020369132309971727,27.078349017683692,0
